# Experiment Results
# Name,D_A1_wall_baseline
# Architecture,11→256→3
# Memory Size,100000
# Wall Obstacle,True
# Final Record,40
# Final Avg (last 100),3.23
# Overall Avg,1.92
# Overall Std,4.33
# Block Averages (per 100 eps),"0.04, 0.62, 2.31, 3.38, 3.23"
# --- Observational Notes ---
# Training Stability (avg variance),40.86
# Max Performance Drop (forgetting),1.10
# Exploration Ended at Episode,75

Episode,Score,Record,Avg_Last_100,Steps,Memory_Usage,Variance_50,Std_50,Peak_Avg,Performance_Drop,Epsilon
201,0,14,0.62,1,52437,6.29,2.51,0.61,-0.01,0
202,3,14,0.65,701,53138,6.36,2.52,0.64,-0.01,0
203,0,14,0.65,401,53539,6.36,2.52,0.64,-0.01,0
204,0,14,0.65,401,53940,6.36,2.52,0.64,-0.01,0
205,0,14,0.65,401,54341,6.36,2.52,0.64,-0.01,0
206,0,14,0.65,401,54742,6.36,2.52,0.64,-0.01,0
207,1,14,0.66,55,54797,6.33,2.52,0.65,-0.01,0
208,1,14,0.67,501,55298,6.31,2.51,0.66,-0.01,0
209,1,14,0.68,95,55393,6.28,2.51,0.67,-0.01,0
210,0,14,0.68,401,55794,6.31,2.51,0.67,-0.01,0
211,0,14,0.68,401,56195,6.31,2.51,0.67,-0.01,0
212,7,14,0.75,1101,57296,6.96,2.64,0.74,-0.01,0
213,0,14,0.75,401,57697,6.96,2.64,0.74,-0.01,0
214,10,14,0.85,602,58299,8.41,2.90,0.84,-0.01,0
215,0,14,0.85,401,58700,8.41,2.90,0.84,-0.01,0
216,3,14,0.88,701,59401,8.41,2.90,0.87,-0.01,0
217,6,14,0.94,1001,60402,8.74,2.96,0.93,-0.01,0
218,2,14,0.95,142,60544,8.64,2.94,0.95,0.00,0
219,0,14,0.95,401,60945,8.64,2.94,0.95,0.00,0
220,2,14,0.96,601,61546,8.58,2.93,0.96,0.00,0
221,0,14,0.96,401,61947,8.58,2.93,0.96,0.00,0
222,1,14,0.97,501,62448,8.54,2.92,0.96,-0.01,0
223,1,14,0.98,501,62949,8.49,2.91,0.97,-0.01,0
224,3,14,1.01,96,63045,8.52,2.92,1.00,-0.01,0
225,0,14,1.01,401,63446,8.52,2.92,1.00,-0.01,0
226,0,14,1.01,401,63847,8.52,2.92,1.00,-0.01,0
227,5,14,1.04,901,64748,8.37,2.89,1.05,0.01,0
228,1,14,1.05,501,65249,8.32,2.88,1.05,-0.00,0
229,0,14,1.05,401,65650,8.32,2.88,1.05,-0.00,0
230,0,14,1.05,401,66051,8.32,2.88,1.05,-0.00,0
231,1,14,1.06,419,66470,8.27,2.88,1.05,-0.01,0
232,1,14,1.07,100,66570,8.28,2.88,1.06,-0.01,0
233,0,14,1.06,401,66971,8.30,2.88,1.06,-0.00,0
234,0,14,1.06,401,67372,8.36,2.89,1.06,-0.00,0
235,0,14,1.06,401,67773,8.36,2.89,1.06,-0.00,0
236,1,14,1.07,501,68274,8.31,2.88,1.06,-0.01,0
237,0,14,1.07,401,68675,8.32,2.89,1.06,-0.01,0
238,0,14,1.07,401,69076,8.32,2.89,1.06,-0.01,0
239,0,14,1.07,401,69477,8.32,2.89,1.06,-0.01,0
240,0,14,1.07,401,69878,8.37,2.89,1.06,-0.01,0
241,3,14,1.10,189,70067,8.40,2.90,1.09,-0.01,0
242,1,14,1.10,501,70568,8.40,2.90,1.10,-0.00,0
243,0,14,1.10,401,70969,7.32,2.71,1.10,-0.00,0
244,0,14,1.10,401,71370,4.11,2.03,1.10,-0.00,0
245,1,14,1.11,501,71871,4.09,2.02,1.10,-0.01,0
246,0,14,1.11,401,72272,4.09,2.02,1.10,-0.01,0
247,9,14,1.20,1301,73573,5.28,2.30,1.19,-0.01,0
248,0,14,1.19,401,73974,5.28,2.30,1.19,-0.00,0
249,0,14,1.19,401,74375,5.28,2.30,1.19,-0.00,0
250,0,14,1.19,401,74776,5.28,2.30,1.19,-0.00,0
251,0,14,1.19,3,74779,5.28,2.30,1.19,-0.00,0
252,0,14,1.18,401,75180,5.25,2.29,1.19,0.01,0
253,3,14,1.21,701,75881,5.28,2.30,1.20,-0.01,0
254,1,14,1.22,501,76382,5.25,2.29,1.21,-0.01,0
255,3,14,1.25,701,77083,5.27,2.30,1.24,-0.01,0
256,7,14,1.32,1101,78184,5.85,2.42,1.31,-0.01,0
257,6,14,1.38,1001,79185,6.24,2.50,1.37,-0.01,0
258,14,14,1.52,1801,80986,9.24,3.04,1.50,-0.02,0
259,0,14,1.52,401,81387,9.29,3.05,1.50,-0.02,0
260,8,14,1.59,1201,82588,9.96,3.16,1.58,-0.01,0
261,2,14,1.61,96,82684,9.88,3.14,1.59,-0.02,0
262,0,14,1.59,16,82700,9.45,3.07,1.59,0.00,0
263,7,14,1.66,1101,83801,9.88,3.14,1.64,-0.02,0
264,1,14,1.67,16,83817,8.60,2.93,1.65,-0.02,0
265,7,14,1.74,1101,84918,9.04,3.01,1.72,-0.02,0
266,0,14,1.74,401,85319,9.10,3.02,1.72,-0.02,0
267,5,14,1.79,236,85555,8.95,2.99,1.77,-0.02,0
268,6,14,1.81,178,85733,9.28,3.05,1.83,0.02,0
269,0,14,1.81,401,86134,9.28,3.05,1.83,0.02,0
270,15,15,1.96,1901,88035,12.59,3.55,1.94,-0.02,0
271,13,15,2.09,1701,89736,14.73,3.84,2.07,-0.02,0
272,2,15,2.11,601,90337,14.69,3.83,2.09,-0.02,0
273,0,15,2.11,401,90738,14.77,3.84,2.09,-0.02,0
274,0,15,2.09,1,90739,14.89,3.86,2.09,-0.00,0
275,8,15,2.17,1201,91940,15.36,3.92,2.15,-0.02,0
276,0,15,2.17,401,92341,15.36,3.92,2.15,-0.02,0
277,0,15,2.11,1,92342,15.37,3.92,2.15,0.04,0
278,3,15,2.14,701,93043,15.33,3.91,2.15,0.01,0
279,3,15,2.17,109,93152,15.20,3.90,2.15,-0.02,0
280,0,15,2.17,401,93553,15.20,3.90,2.15,-0.02,0
281,1,15,2.18,33,93586,15.20,3.90,2.16,-0.02,0
282,3,15,2.19,43,93629,15.14,3.89,2.19,-0.00,0
283,4,15,2.20,801,94430,15.03,3.88,2.21,0.01,0
284,9,15,2.27,1301,95731,15.63,3.95,2.27,-0.00,0
285,9,15,2.36,1301,97032,16.17,4.02,2.34,-0.02,0
286,3,15,2.39,701,97733,16.08,4.01,2.37,-0.02,0
287,0,15,2.36,401,98134,16.08,4.01,2.37,0.01,0
288,5,15,2.41,901,99035,15.94,3.99,2.39,-0.02,0
289,0,15,2.41,401,99436,15.94,3.99,2.39,-0.02,0
290,0,15,2.40,401,99837,15.94,3.99,2.39,-0.01,0
291,5,15,2.43,901,100000,16.00,4.00,2.43,-0.00,0
292,0,15,2.42,401,100000,16.11,4.01,2.43,0.01,0
293,2,15,2.35,114,100000,15.93,3.99,2.43,0.08,0
294,8,15,2.29,1201,100000,16.13,4.02,2.43,0.14,0
295,0,15,2.27,401,100000,16.25,4.03,2.43,0.16,0
296,0,15,2.27,401,100000,16.25,4.03,2.43,0.16,0
297,3,15,2.30,701,100000,15.62,3.95,2.43,0.13,0
298,1,15,2.31,501,100000,15.50,3.94,2.43,0.12,0
299,0,15,2.31,4,100000,15.50,3.94,2.43,0.12,0
300,0,15,2.31,401,100000,15.50,3.94,2.43,0.12,0
301,0,15,2.31,401,100000,15.50,3.94,2.43,0.12,0
302,1,15,2.29,501,100000,15.39,3.92,2.43,0.14,0
303,1,15,2.30,501,100000,15.50,3.94,2.43,0.13,0
304,1,15,2.31,501,100000,15.50,3.94,2.43,0.12,0
305,0,15,2.31,401,100000,15.71,3.96,2.43,0.12,0
306,2,15,2.33,39,100000,15.45,3.93,2.43,0.10,0
307,0,15,2.32,401,100000,15.48,3.93,2.43,0.11,0
308,1,15,2.32,501,100000,13.09,3.62,2.43,0.11,0
309,0,15,2.31,401,100000,13.09,3.62,2.43,0.12,0
310,5,15,2.36,901,100000,12.64,3.56,2.43,0.07,0
311,0,15,2.36,401,100000,12.78,3.57,2.43,0.07,0
312,5,15,2.34,901,100000,12.73,3.57,2.43,0.09,0
313,4,15,2.38,801,100000,12.40,3.52,2.43,0.05,0
314,0,15,2.28,401,100000,12.49,3.53,2.43,0.15,0
315,1,15,2.29,501,100000,12.16,3.49,2.43,0.14,0
316,4,15,2.30,801,100000,12.06,3.47,2.43,0.13,0
317,8,15,2.32,343,100000,12.52,3.54,2.43,0.11,0
318,13,15,2.43,1701,100000,14.40,3.79,2.43,-0.00,0
319,1,15,2.44,501,100000,14.31,3.78,2.43,-0.01,0
320,0,15,2.42,5,100000,11.44,3.38,2.43,0.01,0
321,1,15,2.43,501,100000,9.26,3.04,2.43,-0.00,0
322,1,15,2.43,501,100000,9.30,3.05,2.43,-0.00,0
323,3,15,2.45,701,100000,9.20,3.03,2.44,-0.01,0
324,1,15,2.43,501,100000,9.12,3.02,2.44,0.01,0
325,6,15,2.49,1001,100000,8.75,2.96,2.47,-0.02,0
